treatment,rep,start_date,red_line,green_line,cage,date,observer,plant1_red,plant2_red,plant3_red,plant4_red,plant5_red,plant6_red,plant7_red,plant8_red,plant9_red,plant10_red,plant11_red,plant12_red,plant13_red,plant14_red,plant15_red,plant16_red,plant1_green,plant2_green,plant3_green,plant4_green,plant5_green,plant6_green,plant7_green,plant8_green,plant9_green,plant10_green,plant11_green,plant12_green,plant13_green,plant14_green,plant15_green,plant16_green,wasps,mummies,alates_total_red,alates_total_green,alates_in_red,alates_in_green,replaced_plants,wasps_rm,mumm_rm,notes
ISOLATED,9,06/14/2021,WIA-5D,UT3,NO WASP,10/04/2021,CES,14,210,26,570,180,29,300,540,240,0,3,590,200,190,270,420,0,0,0,0,0,0,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"1,6,10",0,,UT3 confirmed: none
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,10/07/2021,HB,5,12,4,1,1,15,0,7,12,2,1,1,9,2,1,12,26,56,15,14,25,136,9,31,52,5,1,4,18,3,0,0,9,2,5,7,22,1,,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,10/11/2021,KVB,5,3,0,0,0,0,1,0,15,1,2,13,14,2,0,9,31,58,2,6,0,9,20,2,80,5,0,18,54,22,1,58,7,15,2,6,14,1,"3,5,6,8",7,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,10/07/2021,KVB,71,355,6,225,445,94,410,310,320,32,15,82,375,222,245,115,1,5,1,5,8,1,2,3,2,1,1,1,1,5,2,0,0,0,44,2,2,4,"3,6",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,10/11/2021,KVB,10,135,284,9,35,200,330,120,20,133,74,297,29,19,49,333,0,0,1,0,0,1,1,3,0,0,3,2,1,2,1,2,0,0,28,2,1,3,"1,4,5,8,9,13,14,15",0,, 
ISOLATED,9,06/14/2021,WIA-5D,UT3,NO WASP,10/07/2021,KVB,142,174,136,280,110,400,310,15,248,492,8,195,193,15,485,330,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,"11,13,14",0,,UT3 confirmed: NONE
ISOLATED,9,06/14/2021,WIA-5D,UT3,NO WASP,10/11/2021,KVB,77,6,315,31,32,139,86,0,1888,290,358,8,282,260,61,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"2,4,5,8,10,12,15,16",0,,UT3 confirmed: NONE
ISOLATED,9,06/14/2021,WIA-5D,UT3,NO WASP,10/14/2021,CES,5,41,380,3,24,410,11,23,119,290,440,56,72,150,25,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,4,7,9,13",0,,NO UT3 confirmed
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,10/07/2021,HB,1,1,1,0,1,0,0,0,1,2,0,2,1,2,1,0,0,0,12,0,2,4,1,6,9,0,1,6,4,8,4,1,3,1,0,0,8,2,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,10/11/2021,KVB,0,1,2,0,4,1,0,1,2,0,0,0,1,0,0,1,10,12,62,1,8,12,2,4,4,2,2,3,9,1,24,12,1,2,0,0,16,4,"5,7,10",1,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,10/07/2021,KVB,118,90,86,105,4,196,1,362,22,11,54,47,234,253,90,70,10,29,10,40,0,25,3,13,3,0,8,29,29,12,8,89,0,0,16,4,0,0,"5,7,9,10,12,15",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,10/11/2021,KVB,56,259,7,154,309,39,81,8,116,245,15,109,6,39,582,4,15,26,0,19,29,2,21,1,15,4,4,6,3,12,35,3,0,0,32,8,0,0,"1,2,3,6,11,13,14,16",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,10/07/2021,HB,16,4,7,3,6,2,0,12,22,1,19,19,17,0,18,6,5,1,9,8,0,1,6,9,9,1,11,13,6,0,0,0,5,0,30,2,9,0,"2,4,8,14,15",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,10/11/2021,KVB,1,0,2,0,4,1,6,0,4,1,0,4,5,1,1,1,9,6,2,0,1,0,2,3,1,0,1,6,2,1,0,2,8,0,0,0,16,0,"1,5,13",8,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,10/07/2021,KVB,52,123,148,67,1,278,142,370,243,36,260,256,70,153,115,288,1,0,1,0,0,2,0,5,1,0,2,1,0,1,0,4,0,0,19,0,15,1,"1,4,5,10",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,10/11/2021,KVB,68,62,56,221,83,1,16,21,45,221,70,78,60,248,353,30,0,0,0,3,0,1,1,1,0,2,0,2,1,1,5,0,0,0,32,0,0,0,"2,6,7,8,9,11,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,10/07/2021,HB,4,6,1,27,29,0,0,18,8,2,24,13,0,34,18,21,22,10,9,120,310,13,1,67,57,21,85,121,3,206,52,52,1,0,12,9,14,1,,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,10/11/2021,KVB,6,10,23,2,2,0,10,37,15,15,0,12,41,7,21,18,47,60,102,24,12,17,28,67,72,54,8,54,183,15,153,20,1,1,42,7,19,0,"4,5,11,14,16",0,,"wasp saw earlier, but not seen when I came back for removal"
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,10/07/2021,KVB,36,208,244,223,56,121,258,335,60,84,140,155,319,61,247,53,1,3,2,0,0,0,1,0,0,1,0,0,1,0,1,2,0,0,28,2,6,2,"5,6,7,12,14,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,10/11/2021,KVB,16,76,91,3,406,299,380,41,407,185,57,340,385,378,200,125,0,1,0,0,0,4,0,0,0,0,0,0,2,4,0,0,0,0,39,0,21,3,"1,2,4,8,11",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,10/14/2021,CES,41,23,17,28,9,3,22,53,23,36,1,2,46,10,33,41,105,130,120,97,88,65,94,170,145,210,8,19,250,45,220,240,0,0,20,42,10,0,,0,0,"wasps, mummies, wasps removed maybe not recorded??"
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,10/18/2021,NE,18,28,17,60,13,31,86,59,23,5,55,4,26,75,45,110,88,140,121,378,63,194,335,155,85,19,388,13,73,434,252,351,4,3,11,44,15,1,"1,10,12",4,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,10/21/2021,HB,69,8,20,7,3,28,79,1,3,66,16,40,2,37,6,3,292,18,43,18,2,91,293,2,5,229,40,110,8,191,23,33,0,1,7,29,12,2,"4,5,8",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,10/14/2021,CES,150,460,37,131,415,590,430,210,440,250,160,116,370,480,0,260,11,5,0,0,2,6,0,7,0,0,1,0,3,4,0,5,0,0,20,0,10,21,"3,12,15",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,10/18/2021,NE,52,237,361,271,9,68,72,411,14,27,110,233,5,46,538,49,16,41,26,16,1,15,6,14,5,3,9,24,0,2,24,2,0,0,31,3,5,22,"5,6,7,9,10,13,14",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,10/21/2021,HB,57,18,121,100,299,91,117,101,198,52,3,45,206,0,77,9,34,3,16,28,53,34,19,10,48,22,0,34,57,0,13,0,0,0,23,3,5,13,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,10/14/2021,CES,1,4,8,5,2,1,1,0,1,0,0,0,0,0,0,1,0,11,5,0,0,0,1,0,0,0,0,5,0,2,0,0,4,1,0,0,6,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,10/18/2021,NE,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7,1,0,1,0,5,3,1,0,0,0,4,1,0,1,5,4,1,4,18,1,,5,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,10/21/2021,HB,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,6,1,0,0,13,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,10/14/2021,CES,320,280,22,81,205,92,240,150,420,230,310,72,2,260,570,200,0,1,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,0,11,1,0,0,"3,12,13",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,10/18/2021,NE,102,187,387,210,10,75,36,360,16,20,40,284,5,39,501,47,25,31,25,15,1,26,1,11,2,1,4,18,0,2,9,0,0,0,36,3,0,2,"1,5,7,9,10,13,16",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,10/21/2021,HB,86,7,75,57,25,7,49,186,59,4,73,193,46,12,92,33,55,5,20,20,4,0,17,12,4,0,6,20,13,0,6,4,0,0,26,1,0,0,10,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,10/14/2021,CES,5,0,4,0,1,0,0,0,7,6,0,8,6,1,0,1,73,68,3,1,9,0,16,0,119,14,2,73,62,17,0,55,0,1,2,11,6,0,8,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,10/18/2021,NE,0,1,3,4,2,1,1,0,5,6,1,6,4,1,0,6,24,72,16,10,11,14,8,1,161,70,9,106,35,21,3,110,7,4,1,11,7,1,11,7,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,10/21/2021,HB,0,2,2,1,7,9,2,2,0,6,8,8,0,3,1,10,15,106,15,1,44,44,8,1,4,34,66,98,0,33,1,120,3,1,4,7,16,1,,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,10/14/2021,CES,390,117,88,300,42,210,71,180,4,175,131,400,126,370,330,270,3,0,1,2,0,0,0,1,0,0,3,2,0,2,4,3,0,0,12,0,1,5,"2,7",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,10/18/2021,NE,178,314,15,243,186,12,312,197,48,144,20,6,215,96,59,12,16,3,0,16,20,1,18,8,2,3,2,2,8,5,21,2,0,0,15,2,0,5,"3,6,11,12,16",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,10/21/2021,HB,10,91,103,24,85,138,107,52,0,86,136,114,18,38,7,67,1,14,55,7,32,48,69,0,0,16,6,17,8,131,2,11,0,0,31,2,2,3,9,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,10/14/2021,CES,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,36,51,32,10,0,20,3,3,11,0,5,1,12,1,23,5,7,8,1,0,6,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,10/18/2021,NE,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,53,54,19,0,0,25,9,12,9,5,3,6,7,3,23,5,14,12,1,1,14,4,"4,12",14,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,10/21/2021,HB,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,72,31,4,1,57,18,8,4,2,0,4,1,2,31,9,4,0,1,0,8,2,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,10/14/2021,CES,125,16,74,3,320,38,220,2,190,250,84,140,98,200,220,210,17,2,2,0,130,18,160,1,56,13,19,52,18,7,180,12,0,0,11,2,0,0,"4,8",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,10/18/2021,NE,121,64,112,263,75,128,16,340,22,173,246,23,372,135,28,223,20,8,10,67,50,54,3,136,1,70,26,4,63,68,13,33,0,0,29,8,0,0,"7,9,12,15",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,10/21/2021,HB,11,107,80,23,2,30,101,115,142,33,42,22,101,52,69,25,0,10,29,14,1,6,37,56,62,9,14,16,46,6,18,8,0,0,16,4,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,10/18/2021,LAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,10/21/2021,HB,0,1,0,0,0,0,0,0,3,0,0,0,1,1,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,,one male wasp removed
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,10/18/2021,LAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,10/21/2021,HB,5,0,1,0,8,2,12,1,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,10/25/2021,KVB,7,0,0,25,0,0,3,64,0,15,0,21,32,1,0,0,117,0,0,55,1,4,11,166,0,23,0,24,160,0,0,3,0,1,8,4,9,0,"2,4,5,6,9,11,15,16",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,10/25/2021,KVB,9,4,43,4,221,12,112,6,142,67,9,8,522,4,29,229,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,3,0,0,18,0,4,2,"1,2,4,8,10,11,12,14",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,10/25/2021,KVB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,36,2,0,0,6,1,"7,9,11,12,16",36,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,10/25/2021,KVB,278,8,89,167,8,111,122,6,117,33,0,248,216,53,0,77,0,0,0,0,0,3,0,0,0,0,0,6,5,1,0,0,1,0,12,3,0,0,"5,8,11,13,14,15",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,10/25/2021,KVB,1,1,11,5,6,17,2,2,0,5,3,0,0,80,0,2,2,1,96,19,100,239,98,102,1,31,132,2,0,3,10,30,3,11,2,4,15,3,"1,2,5,7,9,12,13,16",3,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,10/25/2021,KVB,3,5,45,75,3,125,31,8,0,11,86,73,9,48,6,54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,30,6,1,2,"1,2,3,5,9,10,13,15",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,10/25/2021,KVB,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,57,9,17,4,1,32,25,0,0,1,2,2,1,22,8,18,9,1,0,1,0,"3,11",18,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,10/25/2021,KVB,0,1,0,0,135,0,89,11,127,2,6,6,6,1,9,4,0,0,0,0,14,0,10,1,41,0,1,2,1,0,0,1,0,0,3,1,0,0,"1,2,4,8,10,11,12,14",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,10/25/2021,KVB,19,2,0,1,7,0,0,0,16,0,18,5,0,0,9,34,0,6,0,0,0,9,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,10/25/2021,KVB,30,21,1,10,0,2,46,0,2,6,1,6,3,0,5,0,3,23,0,2,0,0,0,0,0,0,6,0,0,16,0,0,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,10/28/2021,KVB,32,30,1,11,4,4,59,2,10,31,2,2,26,49,25,19,9,39,1,5,10,0,0,0,4,0,0,2,0,28,0,0,0,0,0,0,0,0,,0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,11/01/2021,NE,52,23,10,62,21,61,122,5,16,80,54,99,20,72,34,34,16,28,3,7,25,11,5,0,0,5,1,4,1,13,13,7,0,0,0,0,0,0,"3,8,9,13",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,11/04/2021,HB,79,6,5,4,53,90,16,48,23,35,19,74,18,68,93,34,1,2,1,0,23,3,0,0,0,5,0,42,2,12,20,0,0,0,0,0,0,0,"1,2,4",0,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,10/28/2021,CES,31,2,0,2,9,0,0,11,21,1,19,7,1,13,14,52,0,1,0,0,0,8,1,0,8,23,0,0,0,0,0,9,3,0,0,0,0,0,,0,,3 female wasps added
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,11/01/2021,NE,3,0,5,2,7,4,2,5,1,2,1,13,6,11,3,16,0,0,3,0,2,1,1,2,3,1,0,7,2,5,2,5,1,0,0,0,0,0,"2,4,10,11",1,,
ISOLATED,12,10/18/2021,WIA-5D,UT3,WASP,11/04/2021,HB,8,0,0,2,0,0,0,4,5,2,0,3,4,0,0,2,2,0,0,1,0,0,2,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,10/28/2021,CES,109,0,0,2,137,0,7,8,10,0,3,35,0,4,0,0,38,0,0,0,12,0,16,0,20,1,0,2,0,0,4,0,0,0,2,0,0,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,11/01/2021,NE,56,7,0,41,27,4,3,21,14,18,40,99,0,10,3,0,68,3,0,20,22,1,1,4,2,5,12,23,0,1,9,0,0,0,7,2,0,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,11/04/2021,HB,36,37,4,27,6,19,0,17,9,57,81,114,53,58,17,44,22,4,1,5,2,10,0,8,2,0,0,7,23,7,2,1,0,0,6,2,0,0,"5,9,15",0,,Initial recording of 4 adult wasps was a mistake (LAN; 11 Nov 2021)
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,10/28/2021,CES,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,52,4,6,52,5,0,0,0,2,2,38,5,7,6,16,1,0,1,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,11/01/2021,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,22,8,3,31,82,53,0,5,0,9,16,6,3,35,19,20,0,1,3,1,,19,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,11/04/2021,HB,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,6,6,16,0,51,21,18,1,30,38,39,23,0,28,14,0,0,0,3,1,"1,2",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,10/28/2021,CES,36,3,165,34,26,7,9,6,1,16,53,7,15,39,106,28,0,0,9,0,0,0,0,0,0,0,1,0,1,0,3,0,1,0,8,0,0,2,7,1,,1 female wasp removed
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,11/01/2021,NE,116,7,321,18,139,3,5,1,53,45,3,91,296,92,134,107,0,0,6,0,4,1,2,0,0,3,1,1,15,5,12,3,0,0,27,5,1,6,"4,6,8,11",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,11/04/2021,HB,90,56,88,36,315,1,5,16,74,155,49,154,248,0,22,13,0,0,0,1,0,0,1,0,1,10,12,0,0,0,5,2,0,0,16,0,0,3,"11,14,16",0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,10/28/2021,CES,3,1,12,1,0,6,0,0,0,2,4,0,0,0,0,2,1,0,210,91,4,185,33,122,5,38,157,4,1,63,0,11,8,6,0,5,4,0,,0,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,11/01/2021,NE,0,9,12,3,1,0,1,1,3,0,1,2,0,2,0,2,6,207,184,59,95,75,69,84,15,1,6,17,25,4,3,41,13,5,2,13,13,2,"4,10,11,14,15",13,,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,11/04/2021,HB,0,3,2,5,1,0,0,0,11,0,0,8,9,3,0,8,1,72,89,33,103,32,17,130,98,12,31,37,36,241,0,119,7,3,1,6,8,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,10/28/2021,CES,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,6,0,,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,11/01/2021,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,,16,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,11/04/2021,HB,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,10,0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,10/28/2021,CES,87,153,97,101,47,126,122,51,31,3,240,190,48,2,18,4,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,13,0,0,0,"10,16",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,11/01/2021,NE,30,45,26,18,234,5,2,167,10,335,133,5,238,40,293,256,6,30,6,5,14,0,5,11,12,4,7,4,8,1,5,9,0,0,23,0,0,0,"2,3,4,6,7,9,12",0,,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,11/04/2021,HB,0,3,9,89,92,179,43,172,64,320,16,80,96,36,161,142,0,0,0,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,22,0,0,0,1,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,10/28/2021,CES,66,4,0,56,139,0,11,16,0,230,164,4,250,10,3,140,1,0,0,0,2,0,0,0,0,0,1,0,3,0,0,7,0,0,6,0,0,0,"6,9,15",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,11/01/2021,NE,153,28,0,86,0,67,0,168,163,103,82,81,1,95,82,2,15,12,0,13,1,35,0,12,25,63,34,22,2,21,52,1,0,0,9,2,3,7,"3,5,7,13",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,11/04/2021,HB,242,16,6,208,10,181,28,338,209,60,42,216,2,201,203,321,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,7,1,5,3,3,0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,10/28/2021,CES,0,1,0,12,23,16,3,13,47,0,1,6,7,0,1,1,2,0,0,13,31,114,1,165,132,0,0,5,33,0,5,6,0,0,0,3,3,0,"3,13,14",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,11/01/2021,NE,1,1,15,65,108,32,2,8,79,0,10,1,51,22,17,5,0,11,27,134,203,188,7,40,262,1,29,6,233,196,33,39,0,0,6,14,4,2,"1,7,9,12",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,11/04/2021,HB,108,28,24,69,66,30,33,0,17,2,4,4,23,78,5,12,76,20,24,62,109,43,20,0,44,0,5,0,43,98,7,16,2,0,11,5,4,0,"8,9,12",0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,11/01/2021,LAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,11/04/2021,HB,11,1,5,0,1,0,1,1,1,1,0,0,0,1,2,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,11/01/2021,LAN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,11/04/2021,HB,0,14,0,0,0,12,2,9,0,9,0,2,1,0,5,5,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,WASP,11/08/2021,KVB,1,0,4,1,0,0,1,0,0,9,0,4,2,0,3,7,0,0,1,1,0,0,1,0,0,2,1,6,0,0,11,0,0,6,0,0,0,0,1,0,,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,11/08/2021,KVB,1,2,1,0,62,0,41,83,103,22,20,10,120,19,7,6,0,1,0,0,4,0,2,11,5,1,3,6,1,0,2,3,0,0,0,0,0,0,"1,2,3,4,11,12,15,16",0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,11/08/2021,KVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,6,10,49,15,8,12,10,29,8,0,1,27,51,17,0,1,0,0,"4,5",51,,"<wasp sex>34 male, 17 female</> 3 females removed on 9 Nov 2021"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,11/11/2021,CES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,7,6,13,5,120,1,0,79,2,82,12,1,2,23,13,8,0,1,2,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,11/15/2021,KVB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,5,26,2,45,2,6,5,10,33,1,2,7,21,24,24,0,0,7,2,"10,13",24,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,11/18/2021,CES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,70,3,11,1,47,5,1,0,7,51,0,1,0,18,17,32,0,0,6,1,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,11/08/2021,KVB,15,126,0,28,1,296,15,38,64,128,56,36,82,205,2,77,6,5,0,1,0,28,0,18,8,5,1,4,14,9,1,14,0,0,0,1,0,0,,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,11/11/2021,CES,53,143,41,70,31,280,35,69,71,13,82,98,162,210,21,119,29,7,1,23,4,67,2,31,66,0,1,9,14,100,1,15,0,0,4,1,0,0,10,0,,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,11/15/2021,KVB,4,21,251,285,220,2,71,244,111,127,181,11,199,11,306,61,0,0,12,26,22,1,13,34,10,5,2,4,13,1,24,0,0,14,15,4,0,0,"1,2,6,12,13,14,16",0,14,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,11/18/2021,CES,310,41,200,63,52,105,76,260,88,54,29,137,6,55,22,21,32,0,39,30,35,28,21,46,5,18,0,16,1,17,26,7,0,2,12,2,0,0,"11,15",0,2,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,11/08/2021,KVB,17,39,48,18,14,48,36,12,3,3,32,4,34,100,2,35,22,90,90,20,24,69,88,22,5,15,40,4,95,255,19,51,0,0,3,2,3,0,"9,12",0,,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,11/11/2021,CES,6,22,5,15,4,8,19,78,63,20,96,22,27,20,14,51,17,130,19,13,29,47,66,128,115,41,130,90,80,160,58,76,1,0,4,0,3,0,"1,3",0,,
