treatment,rep,start_date,red_line,green_line,cage,date,observer,plant1_red,plant2_red,plant3_red,plant4_red,plant5_red,plant6_red,plant7_red,plant8_red,plant9_red,plant10_red,plant11_red,plant12_red,plant13_red,plant14_red,plant15_red,plant16_red,plant1_green,plant2_green,plant3_green,plant4_green,plant5_green,plant6_green,plant7_green,plant8_green,plant9_green,plant10_green,plant11_green,plant12_green,plant13_green,plant14_green,plant15_green,plant16_green,wasps,mummies,alates_total_red,alates_total_green,alates_in_red,alates_in_green,replaced_plants,wasps_rm,mumm_rm,notes
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,01/31/2022,NE,14,16,0,38,11,4,10,18,17,1,26,6,20,21,4,23,6,5,0,74,13,5,11,43,44,4,93,24,111,38,31,72,0,4,10,6,0,0,"3,5,12,15",0,4,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,02/03/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,7,4,1,0,,0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,02/07/2022,CES,23,39,93,41,90,53,17,52,22,0,23,88,63,30,46,19,11,28,81,140,107,66,18,160,62,0,115,150,130,69,109,17,0,0,6,1,0,0,"1,10,16",0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,02/10/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,20,9,0,0,"2,11,13,14,15",0,0,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,01/31/2022,NE,3,6,42,2,0,1,22,71,0,1,178,59,66,118,6,30,8,5,13,21,10,2,38,14,0,0,19,16,8,5,0,56,0,2,0,0,0,0,9,0,2,crushed mummies bc NE couldn't retrieve them
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,02/03/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,,0,0,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,02/07/2022,CES,0,0,130,0,4,2,1,93,100,0,57,3,72,140,1,1,0,0,5,0,1,0,0,1,6,0,10,0,7,8,0,0,1,2,0,0,0,0,"1,2,6,7,10,12,15,16",1,2,"plants 4,5 could have been switched out"
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,02/10/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"4,5,11,14",0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,01/31/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"1,8,10,13,16",0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,02/03/2022,HB,60,6,0,162,122,73,12,44,73,2,131,46,32,91,191,26,2,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,3,6,7",0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,02/07/2022,CES,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"2,3,7",0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,02/10/2022,KVB,147,53,93,46,215,142,49,279,9,89,2,6,343,42,24,82,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"4,6,9,11,12,15",0,0,"1 UT3 confirmed on plant 1, 1 on plant 3, 1 on plant 7, 1 on plant 10, 1 on 13, 1 on 16"
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,02/14/2022,NE,29,25,40,125,261,86,8,68,4,41,15,35,70,72,2,28,5,6,9,14,50,15,0,18,3,7,2,7,18,28,2,6,0,1,36,5,5,0,"9,15",0,0,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,02/14/2022,NE,5,86,22,237,6,45,25,106,99,211,18,13,3,19,0,68,1,4,5,4,0,0,2,1,1,3,1,1,1,2,0,6,0,0,10,0,18,2,"1,5,12,13,14,15",0,0,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,02/14/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,3,0,"3,12",0,0,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,02/14/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,3,7,1,0,0,6,1,3,crushed mummies bc I couldn't retrieve them
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,02/14/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,21,1,1,0,"2,9,13,14",0,0,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,02/14/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,3,2,0,10,0,,4,3,3 of 4 wasps escaped while putting lid on
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,02/14/2022,NE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,3,,2,0,"<wasp sex>0 male, 1 female</> 1 wasp must have escaped or died when transferring to dish for sexing"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,02/14/2022,NE,7,31,20,2,0,34,53,2,5,3,25,9,17,23,26,14,11,50,46,1,0,37,81,2,1,4,42,4,73,12,71,119,0,0,5,6,0,0,"4,5,8,9,10,12",0,0,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,02/14/2022,NE,28,90,55,19,16,70,50,83,2,12,242,103,20,19,93,18,0,0,0,0,5,2,2,1,0,0,3,1,1,3,6,1,0,0,0,0,0,0,9,0,0,"UT3 confirmed on plants 5, 6, 7, 11, 15, 16"
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,02/14/2022,NE,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"1,8,10,13,16",0,0,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,WASP,02/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,4,1,"2,6,10,11,16",0,0,
DISPERSAL,6,06/14/2021,WIA-5D,UT3,NO WASP,02/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,8,2,0,0,,0,0,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,WASP,02/17/2022,HB,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"10,14",0,0,
DISPERSAL,8,06/14/2021,WIA-5D,UT3,NO WASP,02/17/2022,HB,3,0,1,11,1,1,1,11,1,8,21,0,5,9,4,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,"10,14",0,0,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,WASP,02/17/2022,HB,9,124,0,38,17,6,4,30,40,156,81,113,86,56,10,76,4,0,0,1,0,2,0,0,0,0,4,7,13,4,1,0,0,0,6,0,4,0,"2,6",0,0,
DISPERSAL,10,06/14/2021,WIA-5D,UT3,NO WASP,02/17/2022,HB,0,0,3,1,0,1,0,5,1,1,3,2,0,1,0,1,6,0,3,0,0,0,0,2,3,0,4,5,0,0,0,0,0,0,8,0,3,0,14,0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,02/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,0,0,0,2,2,"1,2,9",2,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,02/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,4,4,0,0,,0,0,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,02/17/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,,0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,02/17/2022,HB,83,0,5,189,4,12,89,8,111,132,150,109,8,0,86,5,21,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,02/21/2022,CES,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,3,1,,0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,02/24/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,2,1,"9,11",0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,02/28/2022,NE,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,8,0,0,3,4,11,1,0,"<wasp sex>1 male, 0 female</> initially it said 2 wasps were removed, but under microscope, 1 was a fungus gnat"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,02/21/2022,CES,9,14,12,73,68,3,3,41,26,31,8,64,12,19,48,4,19,25,3,170,53,4,17,135,160,125,3,20,110,28,150,17,7,2,6,3,0,0,"3,16",7,2,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,02/24/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,4,4,2,0,0,"1,4,7,8,9,12,13",2,4,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,02/28/2022,NE,2,10,17,3,0,0,29,19,22,7,14,25,44,2,3,15,3,59,58,10,0,0,56,206,118,152,138,68,264,11,14,82,1,2,6,8,0,0,"5,6",2,4,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,02/21/2022,CES,0,0,0,4,43,3,140,0,18,53,105,1,0,190,3,2,0,0,0,0,9,0,2,1,0,1,4,1,0,6,1,0,0,0,0,0,0,0,"1,2,3,8,12,13,15,16",0,0,at least 15 confirmed UT3
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,02/24/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,0,0,0,0,"4,6,9,10",0,1,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,02/28/2022,NE,52,22,94,23,6,213,27,85,41,16,10,33,100,31,65,44,7,0,0,5,1,3,4,6,1,0,2,0,0,2,1,0,0,0,0,0,0,0,11,0,0,at least 18 confirmed UT3
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,02/21/2022,CES,120,260,0,160,1,240,5,280,41,230,210,190,115,81,140,170,0,1,0,2,0,3,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,"3,5",0,0,"UT3 confirmed on plants 6, 4, 12"
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,02/24/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"1,7,8,9,12,15,16",0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,02/28/2022,NE,94,277,189,4,174,3,1,105,41,5,3,25,6,185,9,12,1,2,0,0,0,0,0,2,2,0,0,1,0,6,2,1,0,0,0,0,0,0,"4,6,10,11,13",0,0,about 9 UT3 confirmed
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,03/03/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,2,0,0,5,0,"1,3,14,15",0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,03/07/2022,CES,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,4,0,0,4,5,,0,0,CES forgot to remove adults
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,03/03/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,0,5,0,0,0,"1,4,8",2,0,wasp numbers written in based on group chat message from HB.
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,03/07/2022,CES,18,2,54,27,42,35,62,21,2,0,9,39,15,0,24,0,8,0,125,150,205,110,230,87,5,0,7,130,23,1,97,0,4,1,9,10,0,0,"2,9,10,14,16",4,1,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,03/03/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,15,0,0,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,03/07/2022,CES,1,17,19,41,0,2,0,4,15,7,210,1,0,0,1,47,0,0,1,2,0,0,0,1,1,1,3,0,0,0,0,3,0,0,0,0,0,0,"1,5,6,7,12,13,14,15",0,0,"at least 3 confirmed UT3, plants 3,4"
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,03/03/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,,0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,03/07/2022,CES,105,220,3,270,400,74,110,34,170,120,380,150,93,1,105,335,0,1,0,1,0,3,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,"3,14",0,0,"at least 8 confirmed UT3, plants 2,6,7,9"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,03/10/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,6,0,0,7,1,,5,0,"wasps removed today bc they weren't on the previous observation when they should've been <wasp sex>2 male, 3 female</>"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,03/10/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,2,0,14,2,0,0,"3,6,7,11,12,13",2,0,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,03/10/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"2,3,4,8,9,10,11,16",0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,03/10/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"1,5,7,8,9,10,11,12",0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,03/14/2022,LAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,0,0,3,8,,6,0,"<wasp sex>1 male, 5 female</>"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,03/17/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,3,12,0,0,9,5,5,0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,03/21/2022,CES,0,1,1,0,0,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,1,1,4,0,0,0,1,0,2,8,0,0,4,6,,2,0,"<wasp sex>1 male, 1 female</>"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,03/24/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,0,0,0,6,2,"13,14",0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,03/28/2022,NE,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,12,0,2,0,0,5,0,0,4,7,,0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,03/31/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,4,3,"1,2",0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,04/04/2022,CES,0,3,1,2,1,0,2,0,2,2,1,0,0,1,0,0,2,36,4,21,0,1,3,8,11,4,2,0,0,11,1,3,4,11,0,0,5,5,,4,0,"<wasp sex>3 male, 1 female</>"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,03/14/2022,LAN,70,120,130,0,6,90,100,70,50,170,30,60,260,20,30,120,120,80,310,0,11,60,280,130,40,220,10,110,240,110,80,110,5,0,7,16,0,0,"4,5,8,14,15,16",5,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,03/17/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,6,9,16,0,0,"2,7,10",0,6,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,03/21/2022,CES,15,22,31,2,12,23,7,58,0,59,5,3,105,6,33,8,51,70,45,19,96,112,21,175,2,85,9,49,210,1,107,62,1,1,9,11,0,0,"1,3,9,11,14,16",1,1,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,03/24/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,12,4,0,0,"5,6,7,8,13,14",0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,03/28/2022,NE,21,0,7,1,8,4,18,28,17,19,14,45,20,38,2,0,17,2,27,1,3,7,69,111,26,30,17,192,60,114,0,0,0,1,8,15,0,0,"4,6,16",0,1,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,03/31/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,8,7,0,0,3,0,0,wasp and mummies numbers filled in after based on group chat
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,04/04/2022,CES,48,13,67,180,3,110,29,47,3,51,2,18,40,87,0,22,29,31,48,205,0,130,89,145,6,59,14,22,61,160,0,43,0,3,9,10,0,0,"5,9,11,12,15",0,3,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,03/14/2022,LAN,360,120,18,160,80,90,95,25,55,80,1,140,115,35,45,200,8,5,0,1,1,3,4,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,"6,11,12,16",0,0,at least 10 UT3 confirmed
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,03/17/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"1,6,14",0,0,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,03/21/2022,CES,71,140,29,4,34,12,105,130,54,250,49,120,12,62,78,160,0,2,0,1,1,0,6,2,0,1,1,2,0,5,0,4,0,0,0,0,0,0,"4,13",0,0,at least 20 UT3 confirmed
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,03/24/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"1,2,3,4,5,6,7,8,9,12,15,16",0,0,
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,03/28/2022,NE,24,32,73,63,0,54,73,2,57,71,76,105,9,2,20,23,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,1,1 UT3 confirmed
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,03/31/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"4,5,8,13,14",0,0,wasp and mummies numbers filled in after based on group chat
ISOLATED,12,10/18/2021,WIA-5D,UT3,NO WASP,04/04/2022,CES,125,47,85,150,34,76,53,190,29,20,0,130,29,37,46,31,2,2,0,2,3,10,2,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"9,10,11,16",0,0,at least 20 UT3 confirmed
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,03/14/2022,LAN,140,90,100,2,410,2,45,80,200,25,340,210,0,270,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"1,2,4,6,12,13,15,16",0,0,1 UT3 confirmed
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,03/17/2022,LAN,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"3,9,10,11,14",0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,03/21/2022,CES,29,170,105,67,33,155,83,6,92,71,130,97,190,54,230,115,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"5,8",0,0,1 UT3 confirmed
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,03/24/2022,HB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"1,2,3,4,5,6,7,8",0,0,
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,03/28/2022,NE,323,156,345,168,4,183,93,1,12,8,1,1,2,132,2,34,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,9,10,11,12,13,15,16",0,0,2 UT3 confirmed
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,03/31/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,0,0,0,0,0,"2,14",0,0,wasp and mummies numbers filled in after based on group chat
ISOLATED,13,11/01/2021,WIA-5D,UT3,NO WASP,04/04/2022,CES,170,210,84,0,0,41,33,180,240,195,270,230,205,290,370,82,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"4,5,6,7",0,0,1 UT3 confirmed
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,04/07/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,10,0,1,6,5,9,0,0,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,WASP,04/11/2022,NE,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,3,14,14,2,0,0,49,6,15,1,1,0,5,0,2,0,9,7,0,1,2,4,,9,0,"confirmed with NE after that he didn't actually remove the mummies <wasp sex>3 male, 1 female, 2 unknown</>"
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,04/07/2022,KVB,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,2,12,11,0,0,"1,2,4,7,10,12,13,14",0,2,
DISPERSAL,11,08/23/2021,WIA-5D,UT3,NO WASP,04/11/2022,NE,20,7,9,96,15,16,102,5,27,1,18,20,32,32,10,0,29,2,3,114,19,5,193,1,43,3,23,36,82,65,25,0,1,3,4,8,0,0,"3,4,6,8,16",1,3,
